update,timesteps,fps,incre_win_rate_mean,eval_win_rate
0,800,66.0,,
5,4800,67.0,0.0,0.0
10,8800,80.0,0.0,
15,12800,85.0,0.0,
20,16800,88.0,0.0,
25,20800,88.0,0.0,
30,24800,86.0,0.0,0.0
35,28800,88.0,0.0,
40,32800,89.0,0.0,
45,36800,90.0,0.0,
50,40800,91.0,0.0,
55,44800,90.0,0.0,0.0
60,48800,91.0,0.0,
65,52800,91.0,0.0,
70,56800,91.0,0.0,
75,60800,91.0,0.005154639175257732,
80,64800,90.0,0.005128205128205128,0.0
85,68800,89.0,0.010362694300518135,
90,72800,89.0,0.0,
95,76800,89.0,0.0,
100,80800,88.0,0.0,
105,84800,87.0,0.005319148936170213,0.03125
110,88800,87.0,0.0,
115,92800,87.0,0.010752688172043012,
120,96800,87.0,0.005405405405405406,
125,100800,87.0,0.005434782608695652,
130,104800,87.0,0.0056179775280898875,0.03125
135,108800,87.0,0.0111731843575419,
140,112800,87.0,0.022727272727272728,
145,116800,87.0,0.022222222222222223,
150,120800,87.0,0.01675977653631285,
155,124800,87.0,0.011111111111111112,0.0
160,128800,87.0,0.03867403314917127,
165,132800,88.0,0.045714285714285714,
170,136800,88.0,0.022222222222222223,
175,140800,88.0,0.027624309392265192,
180,144800,87.0,0.04597701149425287,0.0625
185,148800,87.0,0.0056179775280898875,
190,152800,87.0,0.016853932584269662,
195,156800,88.0,0.0111731843575419,
200,160800,88.0,0.016666666666666666,
205,164800,87.0,0.045454545454545456,0.0
210,168800,87.0,0.03932584269662921,
215,172800,87.0,0.0223463687150838,
220,176800,87.0,0.011560693641618497,
225,180800,87.0,0.044444444444444446,
230,184800,87.0,0.03409090909090909,0.0625
235,188800,87.0,0.05555555555555555,
240,192800,87.0,0.016853932584269662,
245,196800,87.0,0.03314917127071823,
250,200800,87.0,0.016574585635359115,
255,204800,86.0,0.05747126436781609,0.0625
260,208800,86.0,0.0446927374301676,
265,212800,86.0,0.016666666666666666,
270,216800,86.0,0.01675977653631285,
275,220800,86.0,0.02197802197802198,
280,224800,86.0,0.027777777777777776,0.03125
285,228800,86.0,0.01098901098901099,
290,232800,86.0,0.01694915254237288,
295,236800,86.0,0.02185792349726776,
300,240800,86.0,0.0213903743315508,
305,244800,86.0,0.04519774011299435,0.09375
310,248800,86.0,0.05113636363636364,
315,252800,86.0,0.03314917127071823,
320,256800,86.0,0.01639344262295082,
325,260800,85.0,0.05084745762711865,
