version,step,R_mean,G_n_mean,n,q_tot_pred_mean,drbfn_loss,qi_loss,qtot_loss
3,3140,0.4576,6.26,5,6.414,0.0296,0.0926,4.3871
3,3150,0.555,7.4664,5,7.4527,0.0274,0.0952,4.5345
3,3160,0.5087,6.8646,5,6.597,0.0274,0.089,3.4678
3,3170,0.497,6.7765,5,6.7261,0.0282,0.0879,3.4869
3,3180,0.525,7.5172,5,7.5856,0.0286,0.0985,4.211
3,3190,0.5085,7.0692,5,6.8306,0.0278,0.0957,4.1367
3,3200,0.4391,6.2201,5,6.3791,0.025,0.0833,3.3849
3,3210,0.5281,7.1056,5,7.0414,0.0251,0.09,4.1305
3,3220,0.4769,6.4882,5,6.567,0.0284,0.0926,3.1004
3,3230,0.5456,7.466,5,7.2545,0.0288,0.0898,3.8017
3,3240,0.4805,6.5372,5,6.8452,0.0256,0.0957,3.4808
3,3250,0.5575,7.3615,5,7.206,0.0259,0.0962,4.9101
3,3260,0.5129,6.6831,5,6.8714,0.0271,0.0963,4.5467
3,3270,0.5452,7.1814,5,7.3138,0.0255,0.097,4.8803
3,3280,0.5555,7.4321,5,7.2116,0.03,0.1043,3.8431
3,3290,0.5118,6.976,5,6.9034,0.0284,0.0973,3.4869
3,3300,0.5242,7.002,5,7.0006,0.0258,0.0982,4.0551
3,3310,0.5406,7.3856,5,7.0617,0.0249,0.0945,3.216
3,3320,0.5292,6.9635,5,6.8989,0.0251,0.0964,3.3264
3,3330,0.5428,7.2039,5,7.0432,0.0272,0.0937,3.4429
3,3340,0.5136,6.8952,5,6.9664,0.0273,0.1018,3.809
3,3350,0.52,7.0839,5,7.1127,0.0306,0.1061,4.4839
3,3360,0.5467,7.3161,5,7.0587,0.0273,0.0953,4.516
3,3370,0.5025,6.7973,5,6.8238,0.027,0.0963,4.0155
3,3380,0.481,6.6846,5,6.9235,0.0277,0.0977,3.6008
3,3390,0.54,7.1661,5,6.7609,0.0273,0.1031,4.9735
3,3400,0.521,6.9694,5,6.6465,0.0277,0.0971,4.5603
3,3410,0.5381,7.336,5,6.9104,0.0285,0.106,3.805
3,3420,0.5117,6.8593,5,6.9145,0.0269,0.0984,4.5169
3,3430,0.4627,6.358,5,6.6085,0.0271,0.0968,3.6994
3,3440,0.5629,7.378,5,7.1761,0.0269,0.1149,4.8104
3,3450,0.4866,6.8043,5,6.6863,0.0258,0.0948,2.9555
3,3460,0.528,7.2798,5,7.2616,0.0246,0.0977,4.1
